Milliseconds,Weight (grams)
10403,-1.580575
10415,-2.743297
10426,-3.024894
10437,-1.798586
10489,-2.043847
10495,-1.862172
10506,-2.607041
10517,-2.843219
10529,-1.362565
10540,-1.435235
10552,-0.9810467
10563,-1.108219
10575,-1.32623
10586,-1.535156
10640,-2.398114
10643,-2.062015
10655,-2.470784
10666,-1.862172
10677,-1.208141
10689,-1.462486
10700,-1.844004
10712,-1.453403
10723,-2.034764
10735,-2.207355
10786,-1.480654
10792,-1.653245
10803,-2.370863
10815,-2.052931
10826,-1.635078
10838,-1.95301
10849,-2.661543
10860,-1.680497
10879,-1.371649
10883,-0.7902876
10937,-2.516203
10940,-2.234606
10952,-1.998428
10963,-2.688795
10975,-2.825051
10986,-2.588873
10998,-1.235392
11009,-1.244476
11020,-2.570706
11032,-1.480654
11087,-2.325444
11089,-1.489738
11100,-1.407984
11112,-2.152853
11123,-2.307276
11135,-1.144554
11146,-1.371649
11158,-1.943926
11169,-2.143769
11180,-2.343611
11242,-2.915889
11249,-1.962093
11260,-2.071099
11272,-1.88034
11283,-1.417067
11295,-2.198271
11306,-1.716832
11318,-0.9719629
11329,-1.108219
11340,-1.88034
11396,-1.526073
11398,-1.853088
11409,-1.298978
11421,-1.289895
11432,-1.199057
11443,-1.435235
11455,-1.653245
11466,-1.435235
11478,-1.108219
11489,-1.25356
11557,-1.734999
11558,-1.925758
11569,-2.062015
11581,-1.844004
11592,-1.680497
11603,-1.371649
11615,-1.462486
11626,-2.307276
11638,-1.834921
11649,-2.734213
11709,-2.289109
11718,-1.862172
11729,-1.553324
11741,-2.034764
11752,-2.062015
11763,-2.09835
11775,-2.180104
11786,-1.789502
11798,-1.943926
11809,-2.588873
11980,-0.4996071
11992,-2.062015
12004,-1.507905
12015,-0.154424
12026,-1.144554
12038,-1.871256
12049,-1.226308
12061,-1.489738
12072,-2.425365
12084,-2.370863
12146,-2.234606
12152,-2.607041
12164,-2.225523
12175,-2.443533
12186,-1.834921
12198,-2.407198
12209,-2.116517
12221,-1.825837
12232,-1.998428
12244,-1.625994
12307,-1.480654
12312,-2.952224
12324,-1.789502
12335,-1.008298
12346,-2.180104
12358,-2.125601
12369,-1.117303
12381,-1.044633
12392,-2.516203
12404,-2.516203
12466,-1.971177
12472,-1.162722
12484,-0.7176175
12495,-1.180889
12506,-2.198271
12518,-1.889423
12529,-2.225523
12541,-2.034764
12552,-1.88034
12564,-1.943926
12630,-2.043847
12632,-1.753167
12644,-1.026466
12655,-1.208141
12666,-1.816753
12678,-1.535156
12689,-1.244476
12701,-1.716832
12712,-1.54424
12724,-2.071099
12788,-1.816753
12792,-1.971177
12804,-1.925758
12815,-2.007512
12826,-1.553324
12838,-1.453403
12849,-2.125601
12861,-1.244476
12872,-1.044633
12891,-1.180889
12956,-0.3451831
12964,-0.9810467
12975,-2.434449
12987,-1.526073
12998,-1.998428
13009,-1.671413
13021,-0.9174603
13032,-2.252774
13044,-2.616124
13055,-1.989345
13159,-2.152853
13169,-2.24369
13181,-1.298978
13192,-1.317146
13204,-1.280811
13215,-1.571491
13227,-0.8629578
13238,-1.871256
13249,-1.580575
13261,-0.2361779
13307,-1.598743
13318,-2.143769
13329,-1.262643
13341,-1.380732
13352,-1.980261
13364,-1.489738
13375,-1.516989
13387,-1.907591
13398,-1.771334
13409,-1.589659
13459,-1.407984
13467,-1.25356
13478,-1.308062
13489,-1.962093
13501,-1.844004
13512,-2.507119
13524,-2.379946
