Milliseconds,Weight (grams)
20334,-2.361779
20340,-2.616124
20351,-2.479868
20363,-1.943926
20431,-1.925758
20443,-1.607826
20454,-1.235392
20466,-1.598743
20477,-1.407984
20488,-1.68958
20500,-2.688795
20511,-1.989345
20523,-2.897721
20534,-2.570706
20599,-2.270941
20602,-1.862172
20614,-1.725915
20625,-2.579789
20637,-2.325444
20648,-2.398114
20660,-2.398114
20671,-1.3989
20682,-2.17102
20694,-1.426151
20823,-1.426151
20831,-1.498821
20842,-1.798586
20854,-2.452617
20865,-2.7978
20876,-2.189188
20888,-2.161936
20899,-1.807669
20911,-1.489738
20922,-1.598743
20988,-2.843219
20990,-2.743297
21002,-1.462486
21013,-2.198271
21025,-1.898507
21036,-1.625994
21055,-1.771334
21059,-1.353481
21070,-1.780418
21082,-2.625208
21148,-2.825051
21150,-2.407198
21162,-1.862172
21173,-1.989345
21185,-2.052931
21196,-2.561622
21207,-2.325444
21219,-1.453403
21230,-1.853088
21242,-1.671413
21345,-2.498035
21356,-1.762251
21367,-0.9265441
21379,-0.9174603
21390,-1.453403
21401,-1.571491
21413,-1.971177
21424,-1.480654
21436,-0.9537953
21447,-1.644162
21491,-1.662329
21493,-1.571491
21504,-2.65246
21515,-2.252774
21527,-1.807669
21538,-1.989345
21550,-1.562408
21561,-1.871256
21573,-2.752381
21584,-2.634292
21633,-1.335314
21641,-1.071884
21652,-1.280811
21664,-2.152853
21675,-2.207355
21687,-1.653245
21698,-1.95301
21710,-1.907591
21721,-1.707748
21732,-2.080182
21778,-2.761465
21789,-1.598743
21801,-0.7812038
21812,-1.353481
21824,-2.343611
21835,-1.271727
21846,-1.162722
21858,-1.625994
21869,-1.562408
21881,-2.125601
21927,-1.871256
21938,-1.344397
21949,-2.207355
21961,-1.371649
21972,-2.425365
21983,-2.825051
21995,-2.089266
22006,-1.635078
22018,-2.72513
22029,-2.334528
22080,-2.361779
22086,-1.716832
22098,-1.526073
22109,-1.407984
22120,-2.906805
22132,-1.807669
22143,-3.288323
22155,-2.270941
22166,-1.88034
22177,-1.61691
22226,-1.725915
22235,-2.02568
22246,-1.371649
22257,-1.289895
22269,-1.453403
22280,-1.498821
22292,-2.607041
22303,-2.434449
22314,-2.080182
22326,-1.907591
22376,-1.653245
22383,-2.016596
22394,-3.033978
22406,-2.080182
22417,-2.679711
22429,-2.579789
22440,-2.407198
22451,-3.206569
22463,-2.997643
22474,-2.334528
22526,-2.761465
22531,-2.561622
22543,-2.043847
22554,-0.9628791
22566,-2.043847
22577,-2.688795
22588,-2.198271
22600,-2.252774
22611,-2.180104
22623,-1.462486
22678,-2.852302
22680,-1.734999
22691,-1.607826
22702,-2.198271
22714,-2.815967
22725,-2.87047
22737,-2.434449
22748,-3.142983
22760,-1.925758
22771,-1.144554
22827,-2.752381
22839,-1.943926
22851,-1.117303
22862,-0.8266227
22874,-0.581361
22885,-1.698664
22897,-2.143769
22908,-3.515417
22919,-2.7978
22931,-2.761465
22988,-2.189188
22999,-1.889423
23011,-1.153638
23022,-0.9265441
23033,-1.916675
23045,-2.861386
23056,-3.279239
23068,-2.815967
23079,-1.734999
23090,-2.616124
23209,-2.770549
23216,-1.862172
23227,-1.943926
23239,-2.016596
23250,-1.071884
23262,-1.308062
23273,-2.561622
23284,-1.962093
