Milliseconds,Weight (grams)
15122,-1.417067
15134,-1.54424
15150,-1.180889
15156,-0.5541097
15168,-1.635078
15179,-2.361779
15191,-2.252774
15202,-1.925758
15260,-1.289895
15271,-2.207355
15282,-2.779632
15294,-1.734999
15305,-1.871256
15316,-2.616124
15328,-1.771334
15339,-1.68958
15351,-2.107434
15362,-0.7176175
15422,-2.561622
15431,-2.189188
15442,-2.361779
15453,-2.152853
15465,-2.334528
15476,-1.943926
15488,-1.47157
15499,-1.516989
15511,-1.834921
15522,-2.116517
15580,-2.716046
15591,-1.916675
15602,-1.444319
15613,-1.035549
15625,-1.389816
15636,-0.7448688
15648,-1.453403
15659,-2.307276
15670,-1.635078
15682,-2.770549
15745,-2.434449
15750,-2.434449
15762,-2.488952
15779,-1.171806
15785,-1.171806
15796,-2.325444
15807,-2.089266
15819,-1.916675
15830,-2.052931
15842,-1.026466
15903,-1.789502
15910,-2.116517
15922,-2.370863
15933,-1.289895
15945,-2.134685
15956,-2.706962
15967,-2.470784
15979,-2.261858
15990,-1.898507
16002,-1.807669
16063,-2.852302
16070,-2.979475
16082,-1.962093
16093,-2.688795
16104,-3.106648
16116,-2.071099
16127,-1.407984
16139,-1.580575
16150,-2.080182
16162,-2.343611
16223,-1.644162
16230,-1.753167
16242,-0.9992143
16253,-1.25356
16264,-0.7085337
16276,-0.9083766
16287,-1.589659
16299,-1.380732
16310,-1.753167
16321,-2.116517
16384,-2.87047
16390,-3.324658
16401,-2.7978
16419,-0.6449473
16424,-0.1816753
16436,-1.598743
16447,-2.02568
16459,-1.607826
16470,-1.95301
16481,-1.671413
16545,-1.271727
16550,-1.816753
16561,-0.8720415
16573,-0.890209
16584,-0.6721987
16596,-1.3989
16607,-0.8357064
16618,-0.8811253
16630,-1.426151
16641,-1.507905
16704,0.154424
16710,-0.3633506
16721,-1.035549
16733,-0.4905233
16744,-0.2906805
16755,-0.1907591
16767,0.3451831
16778,0.9901304
16790,1.862172
16801,1.444319
16865,2.861386
16870,2.588873
16881,3.579004
16893,5.750023
16904,6.322301
16915,6.821908
16927,7.475939
16938,12.61735
16950,16.77772
16961,11.35471
17067,1173.532
17075,1228.752
17087,1303.575
17098,1371.422
17110,1520.413
17121,1713.907
17132,1933.961
17144,2098.395
17155,2268.852
17167,2418.207
17215,3496.005
17224,3858.121
17235,4140.716
17247,4378.884
17258,4581.751
17270,4767.878
17281,4930.886
17292,5044.869
17304,5178.137
17315,5294.373
17366,5728.586
17372,5834.902
17384,5935.614
17395,6034.091
17407,6096.26
17418,6178.732
17429,6267.471
17441,6328.687
17452,6396.633
17464,6497.745
17572,7127.504
17578,7180.78
17589,7233.675
17601,7308.035
17612,7382.422
17624,7442.602
17635,7492.199
17646,7547.792
17658,7628.819
17669,7894.092
17720,7152.212
17726,6759.484
17738,6602.535
17749,6474.318
17761,6531.682
17772,6402.574
17783,5949.53
17795,5609.534
17806,5293.973
17818,5048.693
17875,4062.06
17886,4004.605
17898,3988.236
17909,4027.524
17920,4113.938
17932,4239.493
17943,4339.169
17955,4383.562
17966,4393.99
17978,4413.911
18033,4509.0
18035,4520.972
18046,4514.086
18058,4543.718
18069,4614.135
18080,4674.115
18092,4725.774
18103,4760.229
18115,4785.854
18126,4819.51
18182,4925.954
18183,4950.361
18195,4978.621
18206,5004.892
18217,5015.91
18229,5014.284
18240,5014.093
18252,5017.027
18263,5004.038
18275,4993.382
18333,5136.733
18343,5169.026
18355,5194.088
18366,5227.489
18377,5273.344
18396,5291.884
18400,5303.002
18412,5315.829
18423,5346.023
18434,5368.233
18492,5357.814
18503,5385.919
18514,5347.949
18526,5318.735
18537,5270.328
18549,5261.244
18560,5273.371
18572,5271.527
18583,5307.199
18594,5312.74
18654,5368.969
18663,5380.087
18674,5372.53
18686,5356.115
18697,5304.056
18709,5320.688
18720,5290.476
18731,5267.258
18743,5253.196
18754,5273.362
18808,5249.763
18811,5231.822
18823,5219.668
18834,5204.316
18846,5198.612
18857,5172.341
18868,5156.172
18880,5123.471
18891,5129.457
18903,5152.739
18965,5100.525
18971,5095.284
18983,5068.459
18994,5038.956
19005,5024.022
19017,5008.525
19032,5000.713
19040,4984.053
19051,4996.307
19063,5006.027
19118,5045.096
19120,5028.073
19131,5011.904
19143,5013.966
19154,5017.99
19165,5026.665
19177,5043.715
19188,5051.119
19200,5030.308
19211,5035.24
19272,4979.92
19280,4935.419
19291,4909.548
19303,4883.814
19314,4873.159
19325,4823.171
19337,4795.329
19348,4766.597
19360,4726.937
19371,4639.742
19429,3400.68
19440,3275.143
19451,3063.146
19462,2820.555
19474,2532.608
19485,2288.882
19497,2026.316
19508,1775.867
19519,1495.061
19531,1272.517
19592,329.4864
19599,72.36127
19611,16.81405
19622,11.33654
19634,26.02499
19645,10.19199
19657,1.998428
19668,2.543454
19679,7.666698
19691,5.077825
19753,1.080968
19759,0.5904448
19771,6.667484
19782,1.535156
19794,0.8720415
19805,-0.5086909
19816,9.23819
19828,2.343611
19839,-0.7902876
19851,-2.080182
19909,0.890209
19919,2.352695
19931,-0.2634292
19942,3.524501
19954,3.01581
19965,1.825837
19976,1.271727
19988,3.097564
19999,1.88034
20011,2.561622
20126,1.562408
20136,1.698664
20148,1.271727
20159,0.04541883
20171,1.090052
20182,2.352695
20193,2.634292
20205,2.525287
20216,2.325444
20228,1.244476
20289,0.5268584
20296,0.6540311
20308,1.199057
20319,0.6631149
20330,1.189973
20342,0.8811253
20356,1.080968
20365,1.462486
20376,1.807669
20388,0.8992928
20447,1.362565
20456,1.707748
20468,0.4360208
20479,1.308062
20490,1.526073
20502,1.607826
20513,1.080968
